s.no,latitude,longitude,kelp_biomass_kg_2025,kelp_biomass_kg_past_2015,Temperature ,Salinity level,Ocean Current ,Composite Score 
26,37.11413226,-122.319815,1203,0,13.637,34.46,0.248,0.4709
27,37.11440267,-122.3198126,1091,0,16.008,34.497,0.228,0.5272
28,37.11467308,-122.3198102,1537,0,14.141,33.39,0.155,0.3489
29,37.11494348,-122.3198077,1407,0,14.445,34.13,0.169,0.4031
30,37.11142624,-122.3195015,371,0,10.697,35.15,0.109,0.5067
31,37.11169664,-122.3194991,418,0,13.734,33.112,0.156,0.53
32,37.11196705,-122.3194967,454,0,12.485,33.148,0.26,0.5527
33,37.1133191,-122.3194846,583,0,12.861,33.031,0.168,0.4883
34,37.1135895,-122.3194822,595,0,16.497,34.806,0.194,0.6144
35,37.11385991,-122.3194798,512,0,12.72,34.284,0.255,0.573
36,37.11413032,-122.3194773,582,0,11.476,35.822,0.155,0.5249
37,37.11440073,-122.3194749,729,0,19.447,34.591,0.126,0.6088
38,37.11467114,-122.3194725,743,0,13.727,34.521,0.221,0.5409
39,37.11494155,-122.3194701,1002,0,13.906,34.967,0.184,0.492
40,37.11304675,-122.3191494,442,0,12.837,33.946,0.293,0.5977
41,37.11331716,-122.319147,548,0,11.896,34.833,0.195,0.5344
42,37.11358757,-122.3191445,172,0,11.849,34.276,0.249,0.6123
43,37.11248064,-122.3147649,0,450,14.957,35.116,0.168,0.6831
44,37.10895752,-122.313446,0,347,10.948,34.37,0.221,0.6132
45,37.10922793,-122.3134436,0,494,15.52,32.744,0.22,0.661
46,37.10949834,-122.3134411,0,552,13.773,33.804,0.231,0.6588
47,37.10976875,-122.3134387,0,420,16.569,35.511,0.196,0.7385
48,37.11193201,-122.3134192,0,361,15.854,36.27,0.271,0.781
49,37.10895557,-122.3131084,0,361,8.512,34.171,0.221,0.5609
50,37.10922598,-122.3131059,0,479,17.284,31.874,0.159,0.6429
51,37.10949638,-122.3131035,0,508,19.061,32.9,0.153,0.7002
52,37.10976679,-122.3131011,0,582,12.643,33.787,0.144,0.5931
53,37.1100372,-122.3130986,0,435,12.192,35.734,0.151,0.6365
54,37.11030761,-122.3130962,0,230,12.143,33.727,0.241,0.6304
55,37.11193006,-122.3130815,0,259,12.164,35.063,0.236,0.6617
56,37.11301169,-122.3130718,0,277,7.171,36.237,0.19,0.5711
57,37.1132821,-122.3130693,0,313,18.402,35.424,0.18,0.7638
58,37.11355251,-122.3130669,0,391,17.98,34.414,0.134,0.7075
59,37.10922402,-122.3127683,0,303,14.311,34.327,0.281,0.7075
60,37.10949443,-122.3127659,0,288,15.014,35.388,0.265,0.7398
61,37.11003524,-122.312761,0,336,14.357,34.241,0.161,0.6461
62,37.11030565,-122.3127585,0,477,14.409,35.981,0.158,0.6894
63,37.11300973,-122.3127341,0,313,18.761,32.889,0.251,0.7433
64,37.11328014,-122.3127317,0,383,10.395,33.642,0.185,0.5661
65,37.11355055,-122.3127292,0,303,11.704,33.8,0.191,0.5987
66,37.11030369,-122.3124209,0,230,16.105,35.42,0.227,0.7429
67,37.1105741,-122.3124185,0,348,16.743,35.153,0.155,0.7123
68,37.11084451,-122.312416,0,376,12.635,34.232,0.204,0.6339
69,37.11111492,-122.3124136,0,347,18.225,35.583,0.275,0.812
70,37.11165574,-122.3124087,0,254,12.635,36.232,0.175,0.6694
71,37.11192614,-122.3124062,0,405,15.061,34.549,0.233,0.7034
72,37.11219655,-122.3124038,0,313,18.467,35.531,0.122,0.7391
73,37.11246696,-122.3124014,0,288,15.309,34.446,0.166,0.6726
74,37.11327819,-122.312394,0,288,13.01,34.95,0.233,0.6738
75,37.11354859,-122.3123916,0,361,10.727,32.645,0.202,0.5563
76,37.11030174,-122.3120833,0,405,13.02,33.921,0.164,0.6136
77,37.11057214,-122.3120808,0,324,12.448,34.722,0.25,0.6654
78,37.11084255,-122.3120784,0,552,16.647,35.716,0.226,0.7602
79,37.11111296,-122.3120759,0,552,14.657,34.385,0.179,0.6646
80,37.11138337,-122.3120735,0,435,23.778,34.423,0.3,0.898
81,37.11165378,-122.312071,0,313,15.508,36.628,0.218,0.7569
82,37.11192419,-122.3120686,0,391,11.871,34.353,0.248,0.6444
83,37.11219459,-122.3120662,0,464,13.745,35.837,0.158,0.6725
84,37.112465,-122.3120637,0,450,22.804,36.239,0.309,0.9342
85,37.11273541,-122.3120613,0,435,6.886,33.664,0.162,0.4868
86,37.11300582,-122.3120588,0,435,14.361,34.61,0.229,0.6897
87,37.11327623,-122.3120564,0,273,19.168,33.877,0.268,0.7841
88,37.11354663,-122.3120539,0,361,15.851,32.803,0.199,0.6584
89,37.11057018,-122.3117432,0,336,11.433,32.877,0.135,0.5422
90,37.11084059,-122.3117408,0,494,13.481,37.413,0.154,0.7049
91,37.111111,-122.3117383,0,494,14.934,35.583,0.3,0.7603
92,37.11138141,-122.3117359,0,420,18.222,34.964,0.239,0.7786
93,37.11165182,-122.3117334,0,254,13.918,36.427,0.236,0.7297
94,37.11273345,-122.3117236,0,273,14.702,36.294,0.224,0.7357
95,37.11300386,-122.3117212,0,391,16.5,35.172,0.279,0.77
96,37.11327427,-122.3117187,0,347,15.244,33.281,0.205,0.6612
97,37.11056822,-122.3114056,0,259,12.108,34.931,0.255,0.6666
98,37.11083863,-122.3114031,0,347,23.248,34.765,0.196,0.8497
99,37.11110904,-122.3114007,0,332,15.359,35.085,0.095,0.654
100,37.1121572,-122.305651,0,273,11.168,32.563,0.233,0.5783
101,37.10999196,-122.3053331,0,361,15.708,36.569,0.294,0.797
102,37.11188481,-122.3053158,0,229,18.309,33.28,0.168,0.7026
103,37.11215522,-122.3053133,0,317,12.168,34.605,0.133,0.5989
104,37.11242563,-122.3053109,0,273,9.013,34.026,0.224,0.5683
105,37.10971957,-122.3049979,0,229,13.514,32.421,0.236,0.6219
106,37.10998998,-122.3049955,0,195,13.971,36.344,0.228,0.725
107,37.11161243,-122.3049806,0,303,14.778,34.454,0.184,0.6711
108,37.11188283,-122.3049782,0,391,12.708,33.804,0.206,0.6258
109,37.11215324,-122.3049757,0,420,12.237,35.061,0.131,0.6107
110,37.11242365,-122.3049732,0,347,10.567,35.354,0.286,0.6627
111,37.11025841,-122.3046554,0,254,14.775,34.507,0.215,0.688
112,37.11052881,-122.3046529,0,324,16.078,34.343,0.145,0.6744
113,37.11079922,-122.3046504,0,450,12.602,33.696,0.218,0.627
114,37.11106963,-122.3046479,0,508,18.437,34.711,0.2,0.7567
115,37.11134004,-122.3046455,0,420,11.528,35.695,0.189,0.6416
116,37.11161045,-122.304643,0,450,14.163,33.041,0.124,0.5941
117,37.11188085,-122.3046405,0,435,17.253,34.455,0.115,0.6851
118,37.11215126,-122.304638,0,361,16.369,34.471,0.269,0.7453
119,37.11242167,-122.3046356,0,303,14.076,34.144,0.261,0.6882
120,37.11052683,-122.3043152,0,273,10.222,34.42,0.211,0.5953
121,37.11079724,-122.3043128,0,464,16.025,33.487,0.295,0.7267
122,37.11106765,-122.3043103,0,552,17.988,33.924,0.275,0.7658
123,37.11133806,-122.3043078,0,523,17.215,34.04,0.154,0.6932
124,37.11160847,-122.3043054,0,464,16.453,32.542,0.178,0.6529
125,37.11187887,-122.3043029,0,464,17.065,33.558,0.223,0.7126
126,37.11214928,-122.3043004,0,405,13.001,33.133,0.231,0.6273
127,37.11052485,-122.3039776,0,361,11.543,35.661,0.299,0.6959
128,37.11079526,-122.3039751,0,494,14.348,33.958,0.168,0.6425
129,37.11106567,-122.3039727,0,552,11.147,34.986,0.131,0.5874
130,37.11133608,-122.3039702,0,523,20.164,33.928,0.164,0.7528
131,37.11160648,-122.3039677,0,479,14.255,33.744,0.118,0.6101
132,37.11187689,-122.3039652,0,450,13.639,35.471,0.177,0.6711
133,37.1121473,-122.3039628,0,273,17.823,33.347,0.158,0.6896
134,37.11052287,-122.30364,0,420,22.885,34.202,0.307,0.884
135,37.11079328,-122.3036375,0,494,10.419,33.921,0.159,0.5606
136,37.11106369,-122.303635,0,420,13.926,33.65,0.315,0.7002
137,37.11133409,-122.3036326,0,435,13.109,34.333,0.388,0.7188
138,37.1116045,-122.3036301,0,405,10.321,36.04,0.19,0.6274
139,37.11187491,-122.3036276,0,317,16.366,33.925,0.202,0.6979
140,37.11052089,-122.3033023,0,420,12.191,34.794,0.157,0.6157
141,37.11079129,-122.3032999,0,464,11.024,35.369,0.179,0.6188
142,37.1110617,-122.3032974,0,420,18.176,35.215,0.256,0.7924
143,37.11133211,-122.3032949,0,450,18.39,33.809,0.223,0.7449
144,37.11160252,-122.3032924,0,361,14.101,33.605,0.176,0.6329
145,37.11078931,-122.3029622,0,435,12.49,34.102,0.203,0.6273
146,37.11105972,-122.3029598,0,464,21.803,35.016,0.169,0.8145
147,37.11133012,-122.3029573,0,477,10.758,32.715,0.257,0.586
148,37.11160053,-122.3029548,0,360,17.906,34.339,0.188,0.7313
149,37.11078732,-122.3026246,0,242,17.221,34.952,0.184,0.7312
150,37.11105773,-122.3026221,0,479,9.332,33.647,0.233,0.5696
151,37.11132814,-122.3026196,0,407,14.902,35.57,0.198,0.7086
152,37.11078534,-122.302287,0,219,13.241,33.935,0.153,0.6129
153,37.11105575,-122.3022845,0,277,13.859,34.436,0.107,0.6145
154,37.11132615,-122.302282,0,277,13.325,36.029,0.207,0.6941
155,37.11024253,-122.3019543,0,183,12.272,34.916,0.139,0.6116
156,37.11051294,-122.3019518,0,313,13.494,34.093,0.161,0.626
157,37.11078335,-122.3019493,0,289,13.15,33.895,0.262,0.6647
158,37.10834769,-122.301634,0,219,18.36,34.676,0.142,0.7257
159,37.11051095,-122.3016142,0,376,12.494,35.046,0.151,0.6249
160,37.11078136,-122.3016117,0,347,13.165,34.393,0.141,0.6168
161,37.11050897,-122.3012765,0,317,13.059,34.596,0.186,0.6422
162,37.10861412,-122.3009563,0,259,15.162,32.677,0.144,0.6145
163,37.11023657,-122.3009414,0,259,12.869,34.081,0.224,0.6447
164,37.10834172,-122.3006212,0,195,12.781,35.808,0.238,0.6934
165,37.11023458,-122.3006038,0,361,13.27,32.396,0.199,0.598
166,37.10969177,-122.3002711,0,336,14.951,34.368,0.241,0.7009
167,37.11023258,-122.3002661,0,273,13.472,34.866,0.279,0.7038
168,37.10697971,-122.2989455,0,288,10.894,34.841,0.195,0.6109
169,37.10725012,-122.298943,0,420,10.026,32.579,0.15,0.5151
170,37.10752053,-122.2989405,0,332,18.247,35.295,0.281,0.808
171,37.1064369,-122.2986129,0,273,16.645,33.338,0.221,0.6981
172,37.10670731,-122.2986104,0,420,16.488,34.54,0.252,0.7408
173,37.10697772,-122.2986079,0,371,16.307,34.458,0.153,0.6856
174,37.10724813,-122.2986054,0,383,17.281,34.599,0.226,0.7445
175,37.10751853,-122.2986029,0,289,15.814,36.014,0.224,0.7504
176,37.10724613,-122.2982678,0,219,16.627,34.897,0.234,0.7433
177,37.09935608,-122.2902381,0,273,16.239,35.202,0.172,0.7123
178,37.09881325,-122.2899056,0,273,13.386,34.177,0.253,0.6719
179,37.09908365,-122.2899031,0,361,12.715,34.19,0.129,0.5971
180,37.09935406,-122.2899005,0,273,16.751,35.601,0.169,0.731
181,37.09881122,-122.289568,0,273,10.986,35.808,0.112,0.5952
182,36.98524649,-122.1669113,1260,0,7.732,35.652,0.229,0.3664
183,36.97460053,-122.1528714,0,182,15.734,35.345,0.178,0.7093
184,36.97487094,-122.1528684,0,277,19.241,35.41,0.224,0.8022
185,36.97514134,-122.1528654,447,289,13.307,33.881,0.26,0.5879
186,36.97541174,-122.1528624,329,626,16.549,32.841,0.256,0.6439
187,36.97432772,-122.1525374,0,221,19.319,34.887,0.257,0.8068
188,36.97459813,-122.1525344,0,525,17.077,35.235,0.201,0.7441
189,36.97486853,-122.1525314,0,289,15.319,34.021,0.179,0.6687
190,36.97513893,-122.1525284,0,254,19.077,34.419,0.204,0.7642
191,36.97540934,-122.1525254,0,567,14.56,34.795,0.215,0.6908
192,36.97567974,-122.1525224,0,596,15.077,34.177,0.224,0.6902
193,36.97432532,-122.1522004,0,270,16.186,34.733,0.162,0.6947
194,36.97459572,-122.1521974,0,1551,16.774,35.166,0.155,0.7134
195,36.97486612,-122.1521944,388,277,14.506,34.98,0.179,0.6088
196,36.97513653,-122.1521914,0,696,14.068,34.845,0.238,0.6945
197,36.97540693,-122.1521884,0,494,10.382,33.911,0.175,0.5678
198,36.97486372,-122.1518574,0,301,14.491,34.07,0.179,0.6538
199,36.97513412,-122.1518544,0,778,12.182,35.534,0.29,0.7007
200,36.9743205,-122.1515263,0,251,12.362,35.793,0.194,0.6628
201,36.9745909,-122.1515233,0,231,13.959,35.166,0.146,0.6539
202,36.97431568,-122.1508523,0,163,17.665,33.524,0.171,0.6976
203,36.97458608,-122.1508493,0,251,11.924,33.656,0.175,0.5914
204,36.97404287,-122.1505183,0,260,15.571,34.862,0.144,0.6768
205,36.97431327,-122.1505153,0,349,11.812,34.093,0.214,0.6196
206,36.97458367,-122.1505123,0,313,12.138,33.597,0.131,0.5721
207,36.97485408,-122.1505093,0,289,14.748,34.093,0.177,0.6579
208,36.97349964,-122.1501873,0,280,15.897,33.812,0.266,0.7178
209,36.97377005,-122.1501843,0,339,12.551,33.965,0.115,0.5813
210,36.97404045,-122.1501813,0,736,18.034,35.169,0.168,0.7446
211,36.97431086,-122.1501783,0,599,18.491,34.922,0.231,0.7786
212,36.97458126,-122.1501753,0,454,17.12,34.881,0.294,0.7826
213,36.97485167,-122.1501723,0,442,18.322,35.845,0.185,0.7754
214,36.97512207,-122.1501692,0,348,16.976,35.174,0.172,0.7261
215,36.97349723,-122.1498503,0,550,10.245,33.112,0.228,0.5718
216,36.97376764,-122.1498473,0,687,15.358,34.938,0.211,0.7082
217,36.97403804,-122.1498443,0,746,14.378,34.794,0.222,0.6908
218,36.97430844,-122.1498412,0,619,16.149,33.725,0.16,0.6679
219,36.97457885,-122.1498382,0,743,16.634,35.603,0.219,0.7537
220,36.97484925,-122.1498352,0,743,14.596,34.194,0.157,0.6475
221,36.97511966,-122.1498322,0,407,12.579,33.743,0.184,0.611
222,36.97322441,-122.1495163,0,221,13.003,35.049,0.227,0.6733
223,36.97349482,-122.1495133,0,290,17.618,35.374,0.142,0.7284
224,36.97376522,-122.1495102,0,609,12.834,35.521,0.183,0.6597
225,36.97403563,-122.1495072,0,629,14.657,34.391,0.146,0.6482
226,36.97430603,-122.1495042,0,599,14.449,34.338,0.173,0.6563
227,36.97457644,-122.1495012,0,489,16.433,35.271,0.185,0.7245
228,36.97484684,-122.1494982,0,371,18.993,35.314,0.268,0.8168
229,36.97511724,-122.1494952,0,266,17.087,34.766,0.26,0.7617
230,36.973222,-122.1491793,0,221,13.503,34.953,0.145,0.6392
231,36.9734924,-122.1491762,0,319,19.711,34.415,0.169,0.7587
232,36.97376281,-122.1491732,133,658,14.363,34.163,0.15,0.6155
233,36.97403321,-122.1491702,0,1046,14.67,35.423,0.301,0.7517
234,36.97430362,-122.1491672,0,590,17.495,33.214,0.187,0.6944
235,36.97457402,-122.1491642,0,489,13.061,35.936,0.158,0.662
236,36.97484442,-122.1491612,0,383,13.218,34.069,0.147,0.6127
237,36.97348999,-122.1488392,0,280,17.031,35.007,0.22,0.7468
238,36.97376039,-122.1488362,0,997,12.38,33.351,0.265,0.6374
239,36.9740308,-122.1488332,0,629,17.332,33.834,0.062,0.6446
240,36.9743012,-122.1488302,0,349,16.572,33.831,0.207,0.7018
241,36.9745716,-122.1488272,0,454,15.201,33.779,0.132,0.6364
242,36.97484201,-122.1488242,0,336,11.864,36.059,0.223,0.6742
243,36.97511241,-122.1488212,0,277,12.886,34.317,0.212,0.6453
244,36.97348757,-122.1485022,0,260,12.722,33.319,0.143,0.5825
245,36.97375798,-122.1484992,0,290,10.236,33.319,0.179,0.5522
246,36.97402838,-122.1484962,0,599,11.881,34.303,0.217,0.6278
247,36.97429878,-122.1484932,0,639,14.452,32.948,0.157,0.6138
248,36.97456919,-122.1484902,0,477,15.636,35.748,0.176,0.716
249,36.97483959,-122.1484871,0,313,14.554,32.657,0.168,0.6138
250,36.97511,-122.1484841,0,289,16.638,32.831,0.124,0.6369
251,36.9753804,-122.1484811,0,207,16.731,35.412,0.166,0.7242
252,36.97348515,-122.1481652,0,221,12.724,34.016,0.17,0.6132
253,36.97375556,-122.1481622,0,550,12.959,37.031,0.209,0.7127
254,36.97402596,-122.1481592,300,570,11.816,33.505,0.235,0.5628
255,36.97429637,-122.1481562,631,1114,14.372,34.265,0.177,0.5448
256,36.97456677,-122.1481531,586,599,15.695,34.599,0.218,0.6073
257,36.97483717,-122.1481501,0,221,15.461,35.802,0.189,0.7209
258,36.97510758,-122.1481471,0,348,11.418,33.557,0.179,0.5809
259,36.97537798,-122.1481441,0,395,14.947,35.329,0.298,0.7532
260,36.97375314,-122.1478252,231,0,11.497,33.739,0.192,0.5531
261,36.97402354,-122.1478222,0,570,13.735,34.028,0.197,0.647
262,36.97429395,-122.1478191,0,560,12.982,32.996,0.204,0.6099
263,36.97456435,-122.1478161,0,309,14.88,35.589,0.173,0.6962
264,36.97510516,-122.1478101,0,301,14.824,33.599,0.215,0.6664
265,36.97537556,-122.1478071,0,512,16.694,34.26,0.174,0.6987
266,36.97564597,-122.1478041,0,395,9.634,34.125,0.23,0.5858
267,36.97402112,-122.1474851,0,452,15.825,35.135,0.174,0.7034
268,36.97429153,-122.1474821,0,300,18.172,33.486,0.219,0.7308
269,36.97456193,-122.1474791,0,195,16.374,34.804,0.165,0.7018
270,36.97510274,-122.1474731,0,348,15.484,33.6,0.239,0.6912
271,36.97537314,-122.1474701,0,837,24.242,33.313,0.231,0.8357
272,36.97564355,-122.147467,0,454,14.288,35.561,0.15,0.6723
273,36.97645476,-122.147458,143,0,13.822,32.623,0.177,0.5784
274,36.97672516,-122.147455,670,0,13.413,35.555,0.268,0.5972
275,36.97428911,-122.1471451,0,192,20.89,35.345,0.173,0.807
276,36.97510032,-122.147136,0,313,14.728,36.06,0.285,0.7612
277,36.97537072,-122.147133,257,383,13.551,34.427,0.21,0.6145
278,36.97564113,-122.14713,0,324,14.674,36.668,0.365,0.8076
279,36.97672032,-122.1467809,237,430,15.098,34.726,0.218,0.6599
280,36.9767179,-122.1464439,133,277,16.473,34.402,0.174,0.6745
281,36.97101757,-122.1434743,0,192,11.72,33.519,0.252,0.6224
282,36.97128798,-122.1434712,0,172,19.034,34.22,0.248,0.7799
283,36.97101514,-122.1431373,0,241,5.808,33.324,0.205,0.4789
284,36.97371918,-122.1431069,181,0,17.511,35.798,0.163,0.7161
285,36.97398958,-122.1431039,172,0,10.243,35.908,0.293,0.6438
286,36.97425999,-122.1431009,202,0,11.959,36.516,0.082,0.5815
287,36.97101271,-122.1428003,0,212,11.362,34.17,0.167,0.5893
288,36.97128311,-122.1427972,0,192,16.091,34.138,0.261,0.7273
289,36.97155351,-122.1427942,0,192,13.804,35.809,0.257,0.7225
290,36.97182392,-122.1427912,0,231,12.482,33.564,0.166,0.5954
291,36.97209432,-122.1427881,0,192,20.479,33.665,0.219,0.7801
292,36.97425755,-122.1427639,241,0,10.924,35.964,0.209,0.6043
293,36.97128068,-122.1424602,0,163,16.031,33.154,0.237,0.6896
294,36.97100784,-122.1421262,0,153,14.06,32.566,0.223,0.6296
295,36.970735,-122.1417923,251,0,12.745,35.437,0.245,0.6426
296,36.97019176,-122.1414614,251,0,16.585,34.322,0.256,0.6953
297,36.97018932,-122.1411244,290,0,17.14,35.877,0.173,0.6965
298,36.97045972,-122.1411213,300,0,17.44,32.459,0.205,0.6311
299,36.97289336,-122.141094,0,289,13.123,35.131,0.192,0.6601
300,36.96991648,-122.1407904,0,192,18.27,34.313,0.168,0.7277
301,36.97018688,-122.1407874,309,0,12.402,33.657,0.176,0.5472
302,36.97045728,-122.1407843,309,153,16.557,33.494,0.192,0.6318
303,36.97289092,-122.140757,0,289,13.476,32.849,0.168,0.598
304,36.96964363,-122.1404564,0,182,9.277,33.799,0.239,0.5754
305,36.96991404,-122.1404534,0,221,15.485,33.568,0.103,0.6222
306,36.97018444,-122.1404504,0,182,16.311,35.292,0.259,0.7596
307,36.97017956,-122.1397764,0,172,18.416,33.867,0.103,0.6868
308,36.96962898,-122.1384345,0,241,16.782,35.357,0.182,0.7317
309,36.96989938,-122.1384314,0,398,11.675,34.105,0.144,0.5823
310,36.97016978,-122.1384284,0,395,15.77,33.066,0.211,0.6694
311,36.96962653,-122.1380975,0,511,10.756,34.784,0.246,0.6322
312,36.96989693,-122.1380944,0,339,19.584,34.409,0.166,0.7544
313,36.97016734,-122.1380914,0,360,14.214,35.682,0.132,0.6651
314,36.9647323,-122.1344456,0,241,17.44,35.235,0.282,0.7915
315,36.96445944,-122.1341117,0,202,13.818,33.446,0.184,0.6274
316,36.96472984,-122.1341086,0,300,14.573,34.381,0.224,0.6856
317,36.96418658,-122.1337778,0,202,15.996,35.651,0.229,0.7471
318,36.96445698,-122.1337747,0,482,13.694,35.099,0.247,0.698
319,36.96472738,-122.1337717,0,550,13.251,34.254,0.082,0.5857
320,36.96499779,-122.1337686,0,309,16.684,34.352,0.267,0.7471
321,36.96526819,-122.1337655,0,182,15.908,34.751,0.225,0.721
322,36.96391372,-122.1334439,0,182,16.012,34.507,0.246,0.7274
323,36.96418412,-122.1334408,0,241,19.072,34.132,0.186,0.7478
324,36.96445452,-122.1334377,0,231,11.598,35.007,0.254,0.6584
325,36.96472493,-122.1334347,0,501,13.881,33.512,0.219,0.6478
326,36.96499533,-122.1334316,0,319,15.93,35.49,0.309,0.782
327,36.96526573,-122.1334285,0,300,14.778,34.258,0.229,0.689
328,36.96391126,-122.1331069,0,221,15.645,35.575,0.181,0.7146
329,36.96418166,-122.1331038,0,163,14.184,34.641,0.046,0.5974
330,36.96445206,-122.1331008,0,153,12.094,33.98,0.115,0.5729
331,36.96472247,-122.1330977,0,182,10.856,33.78,0.233,0.6028
332,36.96281733,-122.1314343,0,266,9.853,35.412,0.251,0.6328
333,36.96254446,-122.1311004,0,277,12.026,36.505,0.2,0.677
334,36.96281486,-122.1310974,0,371,18.814,34.235,0.24,0.7722
335,36.96308527,-122.1310943,0,254,15.258,35.12,0.161,0.6857
336,36.96254199,-122.1307635,0,277,11.467,32.968,0.19,0.5727
337,36.9628124,-122.1307604,0,313,12.903,35.506,0.229,0.6838
338,36.9630828,-122.1307573,0,207,14.949,35.202,0.219,0.7108
339,36.9633532,-122.1307542,0,172,10.132,33.917,0.154,0.5524
340,36.96226912,-122.1304296,0,230,13.743,34.593,0.249,0.6871
341,36.96253953,-122.1304265,0,454,10.966,33.811,0.202,0.5903
342,36.96280993,-122.1304234,0,324,17.305,35.303,0.177,0.738
343,36.96308033,-122.1304204,0,277,13.61,34.006,0.255,0.6727
344,36.96335074,-122.1304173,0,254,19.689,35.156,0.178,0.7813
345,36.96226665,-122.1300926,0,336,14.653,34.699,0.187,0.6765
346,36.96253706,-122.1300895,0,590,19.347,34.443,0.243,0.7892
347,36.96280746,-122.1300865,0,407,13.119,34.114,0.247,0.6619
348,36.96307786,-122.1300834,0,383,18.008,33.906,0.122,0.6891
349,36.96334827,-122.1300803,0,301,16.406,36.247,0.241,0.776
350,36.96442988,-122.130068,114,0,17.257,34.767,0.152,0.6914
351,36.96470028,-122.1300649,104,0,15.453,34.633,0.163,0.6599
352,36.96199378,-122.1297587,0,254,19.545,35.974,0.226,0.8228
353,36.96226419,-122.1297557,0,418,16.55,34.796,0.176,0.7102
354,36.96253459,-122.1297526,0,625,11.87,33.507,0.179,0.5886
355,36.96280499,-122.1297495,0,625,15.174,33.725,0.252,0.6949
356,36.96307539,-122.1297464,0,649,20.286,35.852,0.117,0.7797
357,36.9633458,-122.1297433,0,324,13.867,35.773,0.157,0.6731
358,36.96442741,-122.129731,114,0,13.271,35.367,0.123,0.6145
359,36.96199131,-122.1294218,0,301,13.365,35.463,0.213,0.6834
360,36.96226171,-122.1294187,0,336,16.413,33.582,0.183,0.6809
361,36.96253212,-122.1294156,0,578,16.021,33.759,0.131,0.6514
362,36.96280252,-122.1294125,0,590,14.456,34.463,0.138,0.6422
363,36.96307292,-122.1294095,0,578,17.643,34.036,0.148,0.6987
364,36.96334333,-122.1294064,0,242,19.352,35.339,0.214,0.7973
365,36.96442494,-122.1293941,0,242,17.284,32.966,0.291,0.7362
366,36.96198884,-122.1290848,0,360,10.395,33.648,0.17,0.5587
367,36.96225924,-122.1290817,0,336,14.746,35.84,0.21,0.7185
368,36.96252965,-122.1290786,0,637,13.121,33.465,0.145,0.5948
369,36.96280005,-122.1290756,0,625,13.379,34.512,0.221,0.664
370,36.96307045,-122.1290725,0,277,11.602,32.709,0.17,0.559
371,36.96334086,-122.1290694,0,266,12.39,34.475,0.175,0.621
372,36.96361126,-122.1290663,0,242,11.181,33.129,0.178,0.5653
373,36.96388166,-122.1290632,0,219,17.43,33.791,0.171,0.6999
374,36.96198637,-122.1287478,0,313,18.749,35.318,0.207,0.7818
375,36.96225677,-122.1287448,0,625,17.447,34.105,0.267,0.756
376,36.96252717,-122.1287417,0,743,14.139,33.698,0.27,0.6827
377,36.96279758,-122.1287386,0,508,18.966,33.692,0.24,0.7614
378,36.96306798,-122.1287355,0,301,11.831,33.934,0.211,0.6142
379,36.96333838,-122.1287324,0,360,10.922,33.651,0.248,0.6084
380,36.96360879,-122.1287294,0,418,11.175,33.523,0.102,0.5367
381,36.96387919,-122.1287263,0,301,16.007,33.29,0.158,0.6532
382,36.9619839,-122.1284109,0,383,14.951,32.567,0.133,0.602
383,36.9622543,-122.1284078,0,684,19.427,34.068,0.191,0.7556
384,36.9625247,-122.1284047,0,719,16.847,34.476,0.164,0.7022
385,36.96306551,-122.1283986,0,336,13.614,35.285,0.234,0.6942
